term	go_id	go_depth
Positive Regulation Of Mesenchymal Cell Proliferation (GO:0002053)	GO:0002053	5
Positive Regulation Of Metabolic Process (GO:0009893)	GO:0009893	3
Positive Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902101)	GO:1902101	10
Positive Regulation Of miRNA Metabolic Process (GO:2000630)	GO:2000630	10
Positive Regulation Of miRNA Transcription (GO:1902895)	GO:1902895	9
Positive Regulation Of miRNA-mediated Gene Silencing (GO:2000637)	GO:2000637	12
Positive Regulation Of Microglial Cell Activation (GO:1903980)	GO:1903980	8
Positive Regulation Of Microglial Cell Migration (GO:1904141)	GO:1904141	7
Positive Regulation Of Microtubule Nucleation (GO:0090063)	GO:0090063	9
Positive Regulation Of Microtubule Polymerization (GO:0031116)	GO:0031116	10
Positive Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031112)	GO:0031112	9
Positive Regulation Of Mitochondrial Calcium Ion Concentration (GO:0051561)	GO:0051561	9
Positive Regulation Of Mitochondrial Fission (GO:0090141)	GO:0090141	8
Positive Regulation Of Mitochondrial Membrane Permeability (GO:0035794)	GO:0035794	8
Positive Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process (GO:1902110)	GO:1902110	8
Positive Regulation Of Mitochondrial Membrane Potential (GO:0010918)	GO:0010918	6
Positive Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901030)	GO:1901030	8
Positive Regulation Of Mitochondrial Translation (GO:0070131)	GO:0070131	8
Positive Regulation Of Mitochondrion Organization (GO:0010822)	GO:0010822	7
Positive Regulation Of Mitophagy (GO:1901526)	GO:1901526	8
Positive Regulation Of Mitophagy In Response To Mitochondrial Depolarization (GO:0098779)	GO:0098779	8
Positive Regulation Of Mitotic Cell Cycle (GO:0045931)	GO:0045931	5
Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992)	GO:1901992	7
Positive Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090267)	GO:0090267	10
Positive Regulation Of Mitotic Cytokinesis (GO:1903490)	GO:1903490	8
Positive Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045842)	GO:0045842	8
Positive Regulation Of Mitotic Nuclear Division (GO:0045840)	GO:0045840	7
Positive Regulation Of Mitotic Sister Chromatid Separation (GO:1901970)	GO:1901970	11
Positive Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034767)	GO:0034767	7
Positive Regulation Of Monoatomic Ion Transport (GO:0043270)	GO:0043270	6
Positive Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071639)	GO:0071639	10
Positive Regulation Of Monocyte Chemotaxis (GO:0090026)	GO:0090026	6
Positive Regulation Of Monocyte Differentiation (GO:0045657)	GO:0045657	10
Positive Regulation Of Mononuclear Cell Migration (GO:0071677)	GO:0071677	5
Positive Regulation Of Monooxygenase Activity (GO:0032770)	GO:0032770	7
Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332)	GO:1905332	6
Positive Regulation Of Multicellular Organism Growth (GO:0040018)	GO:0040018	4
Positive Regulation Of Multicellular Organismal Process (GO:0051240)	GO:0051240	3
Positive Regulation Of Muscle Cell Differentiation (GO:0051149)	GO:0051149	6
Positive Regulation Of Muscle Contraction (GO:0045933)	GO:0045933	6
Positive Regulation Of Muscle Hypertrophy (GO:0014742)	GO:0014742	7
Positive Regulation Of Myelination (GO:0031643)	GO:0031643	10
Positive Regulation Of Myeloid Cell Apoptotic Process (GO:0033034)	GO:0033034	7
Positive Regulation Of Myeloid Cell Differentiation (GO:0045639)	GO:0045639	8
Positive Regulation Of Myeloid Leukocyte Cytokine Production Involved In Immune Response (GO:0061081)	GO:0061081	10
Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763)	GO:0002763	9
Positive Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002888)	GO:0002888	6
Positive Regulation Of Myoblast Differentiation (GO:0045663)	GO:0045663	6
Positive Regulation Of Myoblast Fusion (GO:1901741)	GO:1901741	6
Positive Regulation Of Myotube Differentiation (GO:0010831)	GO:0010831	9
Positive Regulation Of Natural Killer Cell Activation (GO:0032816)	GO:0032816	7
Positive Regulation Of Natural Killer Cell Cytokine Production (GO:0002729)	GO:0002729	8
Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045954)	GO:0045954	6
Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity Directed Against Tumor Cell Target (GO:0002860)	GO:0002860	9
Positive Regulation Of Natural Killer Cell Mediated Immune Response To Tumor Cell (GO:0002857)	GO:0002857	8
Positive Regulation Of Natural Killer Cell Mediated Immunity (GO:0002717)	GO:0002717	7
Positive Regulation Of Natural Killer Cell Proliferation (GO:0032819)	GO:0032819	8
Positive Regulation Of Necroptotic Process (GO:0060545)	GO:0060545	8
Positive Regulation Of Necrotic Cell Death (GO:0010940)	GO:0010940	0
Positive Regulation Of Nervous System Development (GO:0051962)	GO:0051962	6
Positive Regulation Of Nervous System Process (GO:0031646)	GO:0031646	6
Positive Regulation Of Neural Precursor Cell Proliferation (GO:2000179)	GO:2000179	5
Positive Regulation Of Neuroblast Proliferation (GO:0002052)	GO:0002052	9
Positive Regulation Of Neurogenesis (GO:0050769)	GO:0050769	7
Positive Regulation Of Neuroinflammatory Response (GO:0150078)	GO:0150078	7
Positive Regulation Of Neuron Apoptotic Process (GO:0043525)	GO:0043525	7
Positive Regulation Of Neuron Death (GO:1901216)	GO:1901216	0
Positive Regulation Of Neuron Differentiation (GO:0045666)	GO:0045666	6
Positive Regulation Of Neuron Migration (GO:2001224)	GO:2001224	6
Positive Regulation Of Neuron Projection Arborization (GO:0150012)	GO:0150012	6
Positive Regulation Of Neuron Projection Development (GO:0010976)	GO:0010976	9
Positive Regulation Of Neurotransmitter Secretion (GO:0001956)	GO:0001956	6
Positive Regulation Of Neutrophil Chemotaxis (GO:0090023)	GO:0090023	7
Positive Regulation Of Neutrophil Migration (GO:1902624)	GO:1902624	5
Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429)	GO:0045429	7
Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407)	GO:1904407	6
Positive Regulation Of Nitric-Oxide Synthase Activity (GO:0051000)	GO:0051000	8
Positive Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051770)	GO:0051770	7
Positive Regulation Of Nitrogen Compound Metabolic Process (GO:0051173)	GO:0051173	4
Positive Regulation Of Non-Canonical Wnt Signaling Pathway (GO:2000052)	GO:2000052	7
Positive Regulation Of Nuclear Cell Cycle DNA Replication (GO:0010571)	GO:0010571	12
Positive Regulation Of Nuclear Division (GO:0051785)	GO:0051785	8
Positive Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900153)	GO:1900153	10
Positive Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060213)	GO:0060213	11
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	GO:1903508	0
Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824)	GO:0046824	8
Positive Regulation Of Oligodendrocyte Differentiation (GO:0048714)	GO:0048714	7
Positive Regulation Of Opsonization (GO:1903028)	GO:1903028	5
Positive Regulation Of Organelle Assembly (GO:1902117)	GO:1902117	7
Positive Regulation Of Organelle Organization (GO:0010638)	GO:0010638	6
Positive Regulation Of Ossification (GO:0045778)	GO:0045778	4
Positive Regulation Of Osteoblast Differentiation (GO:0045669)	GO:0045669	5
Positive Regulation Of Osteoblast Proliferation (GO:0033690)	GO:0033690	5
Positive Regulation Of Osteoclast Differentiation (GO:0045672)	GO:0045672	10
Positive Regulation Of Oxidoreductase Activity (GO:0051353)	GO:0051353	6
Positive Regulation Of p38MAPK Cascade (GO:1900745)	GO:1900745	10
Positive Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0010862)	GO:0010862	0
Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208)	GO:0062208	7
Positive Regulation Of Peptidase Activity (GO:0010952)	GO:0010952	8
Positive Regulation Of Peptide Hormone Secretion (GO:0090277)	GO:0090277	10
Positive Regulation Of Peptide Secretion (GO:0002793)	GO:0002793	9
Positive Regulation Of Peptidyl-Lysine Acetylation (GO:2000758)	GO:2000758	10
Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138)	GO:0033138	10
Positive Regulation Of Peptidyl-Serine Phosphorylation Of STAT Protein (GO:0033141)	GO:0033141	11
Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800)	GO:0010800	10
Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731)	GO:0050731	10
Positive Regulation Of Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035360)	GO:0035360	6
Positive Regulation Of Phagocytosis (GO:0050766)	GO:0050766	8
Positive Regulation Of Phagocytosis, Engulfment (GO:0060100)	GO:0060100	9
Positive Regulation Of Phosphatase Activity (GO:0010922)	GO:0010922	9
Positive Regulation Of Phosphate Metabolic Process (GO:0045937)	GO:0045937	6
Positive Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043552)	GO:0043552	10
Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068)	GO:0014068	0
Positive Regulation Of Phospholipase C Activity (GO:0010863)	GO:0010863	9
Positive Regulation Of Phospholipase Activity (GO:0010518)	GO:0010518	8
Positive Regulation Of Phospholipid Biosynthetic Process (GO:0071073)	GO:0071073	8
Positive Regulation Of Phospholipid Transport (GO:2001140)	GO:2001140	7
Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516)	GO:0032516	10
Positive Regulation Of Phosphorylation (GO:0042327)	GO:0042327	7
Positive Regulation Of Pinocytosis (GO:0048549)	GO:0048549	8
Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034)	GO:0120034	6
Positive Regulation Of Plasminogen Activation (GO:0010756)	GO:0010756	11
Positive Regulation Of Platelet Activation (GO:0010572)	GO:0010572	6
Positive Regulation Of Platelet Aggregation (GO:1901731)	GO:1901731	8
Positive Regulation Of Podosome Assembly (GO:0071803)	GO:0071803	8
Positive Regulation Of Positive Chemotaxis (GO:0050927)	GO:0050927	6
Positive Regulation Of Post-Transcriptional Gene Silencing By RNA (GO:1900370)	GO:1900370	11
Positive Regulation Of Potassium Ion Transmembrane Transport (GO:1901381)	GO:1901381	10
Positive Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901018)	GO:1901018	7
Positive Regulation Of Potassium Ion Transport (GO:0043268)	GO:0043268	9
Positive Regulation Of Production Of Molecular Mediator Of Immune Response (GO:0002702)	GO:0002702	4
Positive Regulation Of Programmed Cell Death (GO:0043068)	GO:0043068	5
Positive Regulation Of Programmed Necrotic Cell Death (GO:0062100)	GO:0062100	6
Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800)	GO:1901800	8
Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436)	GO:0032436	11
Positive Regulation Of Protein K63-linked Ubiquitination (GO:1902523)	GO:1902523	13
Positive Regulation Of Protein Acetylation (GO:1901985)	GO:1901985	9
Positive Regulation Of Protein Autophosphorylation (GO:0031954)	GO:0031954	10
Positive Regulation Of Protein Binding (GO:0032092)	GO:0032092	6
Positive Regulation Of Protein Catabolic Process (GO:0045732)	GO:0045732	5
Positive Regulation Of Protein Catabolic Process In The Vacuole (GO:1904352)	GO:1904352	8
Positive Regulation Of Protein Deacetylation (GO:0090312)	GO:0090312	9
Positive Regulation Of Protein Dephosphorylation (GO:0035307)	GO:0035307	8
Positive Regulation Of Protein Depolymerization (GO:1901881)	GO:1901881	8
Positive Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070863)	GO:0070863	8
Positive Regulation Of Protein Export From Nucleus (GO:0046827)	GO:0046827	8
Positive Regulation Of Protein Import Into Nucleus (GO:0042307)	GO:0042307	8
Positive Regulation Of Protein Kinase A Signaling (GO:0010739)	GO:0010739	7
Positive Regulation Of Protein Kinase B Signaling (GO:0051897)	GO:0051897	7
Positive Regulation Of Protein Kinase C Signaling (GO:0090037)	GO:0090037	7
Positive Regulation Of Protein Kinase Activity (GO:0045860)	GO:0045860	10
Positive Regulation Of Protein Localization (GO:1903829)	GO:1903829	6
Positive Regulation Of Protein Localization To Cajal Body (GO:1904871)	GO:1904871	9
Positive Regulation Of Protein Localization To Cell Periphery (GO:1904377)	GO:1904377	7
Positive Regulation Of Protein Localization To Cell Surface (GO:2000010)	GO:2000010	7
Positive Regulation Of Protein Localization To Centrosome (GO:1904781)	GO:1904781	11
Positive Regulation Of Protein Localization To Chromosome, Telomeric Region (GO:1904816)	GO:1904816	9
Positive Regulation Of Protein Localization To Cilium (GO:1903566)	GO:1903566	8
Positive Regulation Of Protein Localization To Early Endosome (GO:1902966)	GO:1902966	9
Positive Regulation Of Protein Localization To Endosome (GO:1905668)	GO:1905668	8
Positive Regulation Of Protein Localization To Membrane (GO:1905477)	GO:1905477	7
Positive Regulation Of Protein Localization To Nucleus (GO:1900182)	GO:1900182	8
Positive Regulation Of Protein Localization To Plasma Membrane (GO:1903078)	GO:1903078	8
Positive Regulation Of Protein Maturation (GO:1903319)	GO:1903319	8
Positive Regulation Of Protein Metabolic Process (GO:0051247)	GO:0051247	5
Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322)	GO:1903322	9
Positive Regulation Of Protein Modification Process (GO:0031401)	GO:0031401	8
Positive Regulation Of Protein Phosphorylation (GO:0001934)	GO:0001934	9
Positive Regulation Of Protein Polymerization (GO:0032273)	GO:0032273	8
Positive Regulation Of Protein Polyubiquitination (GO:1902916)	GO:1902916	12
Positive Regulation Of Protein Processing (GO:0010954)	GO:0010954	8
Positive Regulation Of Protein Secretion (GO:0050714)	GO:0050714	9
Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)	GO:0071902	11
Positive Regulation Of Protein Sumoylation (GO:0033235)	GO:0033235	10
Positive Regulation Of Protein Targeting To Membrane (GO:0090314)	GO:0090314	9
Positive Regulation Of Protein Targeting To Mitochondrion (GO:1903955)	GO:1903955	9
Positive Regulation Of Protein Transport (GO:0051222)	GO:0051222	8
Positive Regulation Of Protein Tyrosine Kinase Activity (GO:0061098)	GO:0061098	11
Positive Regulation Of Protein Ubiquitination (GO:0031398)	GO:0031398	11
Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334)	GO:0031334	7
Positive Regulation Of Protein-Containing Complex Disassembly (GO:0043243)	GO:0043243	7
Positive Regulation Of Proteolysis (GO:0045862)	GO:0045862	7
Positive Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903052)	GO:1903052	8
Positive Regulation Of Pseudopodium Assembly (GO:0031274)	GO:0031274	8
Positive Regulation Of Purine Nucleotide Biosynthetic Process (GO:1900373)	GO:1900373	10
Positive Regulation Of Pyruvate Dehydrogenase Activity (GO:1904184)	GO:1904184	7
Positive Regulation Of rRNA Processing (GO:2000234)	GO:2000234	11
Positive Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903428)	GO:1903428	5
Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379)	GO:2000379	5
Positive Regulation Of Receptor Binding (GO:1900122)	GO:1900122	7
Positive Regulation Of Receptor Catabolic Process (GO:2000646)	GO:2000646	5
Positive Regulation Of Receptor Internalization (GO:0002092)	GO:0002092	10
Positive Regulation Of Receptor Recycling (GO:0001921)	GO:0001921	7
Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427)	GO:0046427	8
Positive Regulation Of Receptor Signaling Pathway Via STAT (GO:1904894)	GO:1904894	6
Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260)	GO:0048260	8
Positive Regulation Of Regulated Secretory Pathway (GO:1903307)	GO:1903307	8
Positive Regulation Of Regulatory T Cell Differentiation (GO:0045591)	GO:0045591	9
Positive Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090200)	GO:0090200	8
Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281)	GO:0051281	6
Positive Regulation Of Reproductive Process (GO:2000243)	GO:2000243	4
Positive Regulation Of Respiratory Burst (GO:0060267)	GO:0060267	4
Positive Regulation Of Response To Biotic Stimulus (GO:0002833)	GO:0002833	5
Positive Regulation Of Response To Cytokine Stimulus (GO:0060760)	GO:0060760	6
Positive Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905898)	GO:1905898	6
Positive Regulation Of Response To External Stimulus (GO:0032103)	GO:0032103	4
Positive Regulation Of Response To Stimulus (GO:0048584)	GO:0048584	3
Positive Regulation Of Response To Wounding (GO:1903036)	GO:1903036	5
Positive Regulation Of Ruffle Assembly (GO:1900029)	GO:1900029	8
Positive Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060316)	GO:0060316	7
Positive Regulation Of Secondary Metabolite Biosynthetic Process (GO:1900378)	GO:1900378	5
Positive Regulation Of Secretion (GO:0051047)	GO:0051047	6
Positive Regulation Of Secretion By Cell (GO:1903532)	GO:1903532	7
Positive Regulation Of Sequestering Of Triglyceride (GO:0010890)	GO:0010890	8
Positive Regulation Of Signal Transduction (GO:0009967)	GO:0009967	5
Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798)	GO:1901798	7
Positive Regulation Of Signaling (GO:0023056)	GO:0023056	5
Positive Regulation Of Signaling Receptor Activity (GO:2000273)	GO:2000273	7
Positive Regulation Of Skeletal Muscle Fiber Development (GO:0048743)	GO:0048743	7
Positive Regulation Of Skeletal Muscle Tissue Development (GO:0048643)	GO:0048643	7
