Analyte	Target	EntrezGeneSymbol	Estimate	Standard_error	Pvalue	FDR	bonferroni	diffexpressed
X7854.38	NR3L1	NCR3LG1	-0.001412389	0.000864883	0.102748364	0.163879794	1	Not-Significant
X12714.38	AP1G2	AP1G2	0.011015637	0.00674641	0.102806663	0.163935579	1	Not-Significant
X10078.5	BAG3	BAG3	-0.001121569	0.000687699	0.103193192	0.164514617	1	Not-Significant
X22469.103	HMX2	HMX2	-0.001651015	0.001013039	0.103433952	0.164861053	1	Not-Significant
X15336.7	SELM	SELENOM	0.007559904	0.00464	0.103532205	0.164980247	1	Not-Significant
X19265.9	TCPA	TCP1	-0.002268839	0.001392604	0.103563055	0.164992002	1	Not-Significant
X9604.14	Cadherin-11:ECD	CDH11	0.01054607	0.00647698	0.103758027	0.165234752	1	Not-Significant
X22089.13	BTG4	BTG4	0.002123296	0.001304064	0.103762441	0.165234752	1	Not-Significant
X21931.27	UB2L3/ PolyUbiquitin K48	UBE2L3|UBB	-0.0012226	0.000751073	0.103847542	0.165332813	1	Not-Significant
X10505.12	RNF43	RNF43	0.001699067	0.001044818	0.104191958	0.165791764	1	Not-Significant
X3807.1	FGF23	FGF23	-0.00131956	0.000811461	0.104198824	0.165791764	1	Not-Significant
X7624.19	ANK2	ANK2	0.002217546	0.001363696	0.10420664	0.165791764	1	Not-Significant
X13412.5	WFDC6	WFDC6	-0.001811873	0.001114303	0.104230162	0.165791764	1	Not-Significant
X12515.45	UCK2	UCK2	-0.001359342	0.000836611	0.104484392	0.16615855	1	Not-Significant
X2900.53	HCC-1	CCL14	-0.019696482	0.012123483	0.104516362	0.166171795	1	Not-Significant
X19177.7	MOL1A	MOB1B	-0.018694319	0.011508574	0.10457495	0.166227346	1	Not-Significant
X10054.3	GAN	GAN	0.002240303	0.001380001	0.104784071	0.166522096	1	Not-Significant
X14038.130	CYTF	CST7	0.011740608	0.007234032	0.104881023	0.166638497	1	Not-Significant
X25081.6	F16B1	FAM160B1	-0.002747341	0.00169454	0.105239957	0.167170996	1	Not-Significant
X11536.9	MYSM1	MYSM1	-0.001493618	0.000921337	0.10526995	0.167180859	1	Not-Significant
X8869.5	BT2A1	BTN2A1	0.002304809	0.001422828	0.105539661	0.167571329	1	Not-Significant
X17441.4	"Alkaline phosphatase, intestine"	ALPI	-0.003554057	0.002195845	0.10583694	0.168005387	1	Not-Significant
X8858.21	BATF3	BATF3	-0.001014105	0.000627353	0.106272458	0.168658638	1	Not-Significant
X14082.56	TLN2	TLN2	0.00156202	0.000966381	0.106300985	0.168665829	1	Not-Significant
X9609.25	ZN275	ZNF275	-0.001730593	0.001071184	0.106465776	0.168889177	1	Not-Significant
X9251.28	MA2B2	MAN2B2	-0.022842684	0.014150821	0.106757162	0.169313198	1	Not-Significant
X10087.10	Alpha crystallin A chain	CRYAA	0.001184947	0.000734431	0.106933862	0.169555181	1	Not-Significant
X23605.3	T11L1	TCP11L1	-0.001704857	0.001058253	0.107460255	0.170351405	1	Not-Significant
X13686.2	IL-5 Ra	IL5RA	-0.002702219	0.00167861	0.107725049	0.170732665	1	Not-Significant
X22510.6	NF2L2	NFE2L2	0.002073594	0.001288486	0.107826047	0.170854212	1	Not-Significant
X20994.37	PKHF2	PLEKHF2	-0.00349866	0.002174943	0.107982682	0.171063843	1	Not-Significant
X2989.17	IFN-g	IFNG	-0.00129345	0.000804186	0.108031179	0.171100396	1	Not-Significant
X4986.59	FAK1	PTK2	-0.001793702	0.001115276	0.10805444	0.171100396	1	Not-Significant
X5668.49	AGR3	AGR3	-0.002310962	0.001438245	0.108388828	0.171556319	1	Not-Significant
X6557.50	LRC15	LRRC15	-0.011554638	0.007191186	0.108391181	0.171556319	1	Not-Significant
X19374.72	MTCP1	MTCP1	-0.002130252	0.001326035	0.108455775	0.171592518	1	Not-Significant
X9241.40	SIRPG	SIRPG	-0.00189097	0.001177119	0.108462876	0.171592518	1	Not-Significant
X7239.9	GST M1-1	GSTM1	0.00457102	0.002845964	0.108527848	0.171656671	1	Not-Significant
X7202.107	SEMA6C	SEMA6C	-0.002617052	0.001629595	0.108570065	0.171684811	1	Not-Significant
X25124.21	ZBT7A	ZBTB7A	0.001384218	0.000862448	0.108783148	0.171983074	1	Not-Significant
X5610.32	CJ038	FAM171A1	0.002672741	0.001665647	0.108857495	0.172061914	1	Not-Significant
X8784.7	F175A	ABRAXAS1	-0.001166884	0.000727261	0.108887342	0.172070397	1	Not-Significant
X16923.20	Profilin II	PFN2	0.000990291	0.00061739	0.108997356	0.172205532	1	Not-Significant
X9313.27	CBLN1	CBLN1	-0.01224657	0.007636817	0.109080003	0.17229738	1	Not-Significant
X8878.48	YTDC1	YTHDC1	-0.001366116	0.000852095	0.109162194	0.172388467	1	Not-Significant
X17387.27	IKB-beta	NFKBIB	-0.001358175	0.000847416	0.109280394	0.172536364	1	Not-Significant
X7925.18	CL070	SMCO2	-0.001185964	0.000740091	0.109339975	0.172591665	1	Not-Significant
X17811.78	ST1C2	SULT1C2	-0.001499297	0.000936323	0.109604721	0.17297072	1	Not-Significant
X3065.65	FGF-5	FGF5	-0.002694541	0.001685162	0.110106829	0.173724107	1	Not-Significant
X20229.67	TM2D1	TM2D1	-0.001542043	0.000964736	0.110240894	0.173896599	1	Not-Significant
X23529.11	STAR7	STARD7	0.002400177	0.001502045	0.11033773	0.1740103	1	Not-Significant
X18329.4	PRPS2	PRPS2	-0.001611953	0.001008967	0.11040753	0.17408132	1	Not-Significant
X4666.195	No Protein		0.002174929	0.001361667	0.110493845	0.174178344	1	Not-Significant
X2683.1	iC3b	C3	-0.00263017	0.001646841	0.110525283	0.174188837	1	Not-Significant
X23536.14	CS084	None	-0.001511444	0.000946583	0.110608001	0.174280126	1	Not-Significant
X25283.2	CTNA3	CTNNA3	-0.001228469	0.000769466	0.110657163	0.174318512	1	Not-Significant
X13485.20	TM87B	TMEM87B	-0.001819291	0.001139885	0.110765536	0.174432829	1	Not-Significant
X4294.16	Sphingosine kinase 1	SPHK1	-0.001574367	0.000986505	0.110796396	0.174432829	1	Not-Significant
X19120.33	OXDA	DAO	0.002462502	0.001543042	0.11080418	0.174432829	1	Not-Significant
X2278.61	TIMP-2	TIMP2	0.001473146	0.000923173	0.110829771	0.174434048	1	Not-Significant
X5116.62	ROBO2	ROBO2	0.005229452	0.003278005	0.110923316	0.174542196	1	Not-Significant
X24643.21	CRYL1	CRYL1	-0.009433759	0.005917571	0.111177688	0.174903305	1	Not-Significant
X5692.79	TNF-a	TNF	-0.001553418	0.000974542	0.111224084	0.174937141	1	Not-Significant
X16079.2	TEC	TEC	-0.001844597	0.001157516	0.111316408	0.175043183	1	Not-Significant
X11167.6	MTMR1	MTMR1	-0.001511033	0.000948709	0.11150735	0.175304218	1	Not-Significant
X5936.53	TNF-a	TNF	-0.00112171	0.000704391	0.11156722	0.175359122	1	Not-Significant
X7751.121	SARP-1	SFRP2	-0.00143523	0.000901874	0.111809535	0.175700697	1	Not-Significant
X12795.2	ZN566	ZNF566	-0.000958089	0.000602439	0.112042558	0.176027524	1	Not-Significant
X5033.27	Tropomyosin 1 alpha chain	TPM1	-0.00108752	0.000684364	0.112325664	0.176432869	1	Not-Significant
X11450.110	Protein disulfide-isomerase	P4HB	0.004451361	0.002803392	0.112609405	0.176839032	1	Not-Significant
X24684.7	GIMA4	GIMAP4	-0.002694173	0.001698688	0.113012527	0.177432444	1	Not-Significant
X18831.6	LRIG1	LRIG1	0.010461425	0.006597106	0.113075097	0.177458575	1	Not-Significant
X10398.110	ANKR1	ANKRD1	-0.001237972	0.00078068	0.113079664	0.177458575	1	Not-Significant
X6236.51	CTHR1	CTHRC1	-0.002532768	0.001597726	0.113201565	0.177610223	1	Not-Significant
X11247.20	NAGS	NAGS	0.001416172	0.000893518	0.113265064	0.177670193	1	Not-Significant
X4930.21	Stanniocalcin-1	STC1	0.008614511	0.005441072	0.113650081	0.178234364	1	Not-Significant
X12507.16	IP3KC	ITPKC	0.001414625	0.00089408	0.113884317	0.17856187	1	Not-Significant
X12685.57	HOME2	HOMER2	0.00182703	0.001155297	0.114060127	0.178797644	1	Not-Significant
X23337.54	BACD3	KCTD10	-0.002234276	0.001413238	0.114169999	0.178891018	1	Not-Significant
X8772.5	EFNB2:CD	EFNB2	-0.001116084	0.000705957	0.114170594	0.178891018	1	Not-Significant
X8854.59	RIR2B	RRM2B	0.002255253	0.001427487	0.114422631	0.179245972	1	Not-Significant
X13479.8	F1712	FAM171A2	-0.001088865	0.000690408	0.115051202	0.180190485	1	Not-Significant
X24419.3	MOCOS	MOCOS	-0.001343894	0.000852472	0.115205616	0.180392131	1	Not-Significant
X23638.3	CARME	CARNMT1	-0.00131806	0.000836318	0.115302934	0.180504304	1	Not-Significant
X25428.103	IFRD1	IFRD1	0.001733874	0.001100292	0.115345326	0.18053046	1	Not-Significant
X7638.30	"Lectin, mannose-binding 2"	LMAN2	-0.003495432	0.002218286	0.115372995	0.180533566	1	Not-Significant
X10583.1	TM108	TMEM108	-0.001677495	0.001064802	0.115450058	0.180613946	1	Not-Significant
X7933.75	ADA22	ADAM22	0.006972216	0.004426224	0.115490263	0.18063664	1	Not-Significant
X10552.88	NKG2F	KLRC4	-0.001655467	0.001051454	0.11567014	0.180877734	1	Not-Significant
X7841.84	ESAM	ESAM	0.005696107	0.003619266	0.115810566	0.181057043	1	Not-Significant
X15416.54	LYG2	LYG2	-0.001813671	0.001154745	0.116553786	0.182178467	1	Not-Significant
X6451.64	ASPN	ASPN	0.014279683	0.009095942	0.116722016	0.182400856	1	Not-Significant
X9969.8	S22AG	SLC22A16	0.005718192	0.003645083	0.117000919	0.182796056	1	Not-Significant
X9409.11	TRYB1	TPSAB1	0.02553908	0.016282264	0.117045023	0.182824325	1	Not-Significant
X13540.1	GPR26	GPR26	-0.001258583	0.000803646	0.117619422	0.183680719	1	Not-Significant
X11952.1	IGDC3:CD	IGDCC3	-0.001088723	0.000695366	0.117705178	0.183773811	1	Not-Significant
X11549.6	ISL1	ISL1	0.001473683	0.000941622	0.117854242	0.183965683	1	Not-Significant
X5813.58	Epo	EPO	-0.002810849	0.001796332	0.117921496	0.184009826	1	Not-Significant
X23661.61	XPP3	XPNPEP3	0.001495058	0.00095555	0.117960903	0.184009826	1	Not-Significant
X11200.52	C1QR1	CD93	-0.00167199	0.001068679	0.11797519	0.184009826	1	Not-Significant
X15515.2	SAA	SAA1	-0.005634584	0.003601398	0.117987236	0.184009826	1	Not-Significant
X7069.9	TSNA1	TSNARE1	-0.00115235	0.000736694	0.11804952	0.184066122	1	Not-Significant
X8011.96	PAPL	ACP7	-0.017016588	0.010886439	0.118311414	0.184433561	1	Not-Significant
X4666.225	No Protein		-0.002045894	0.001309411	0.118465279	0.184616244	1	Not-Significant
X21614.2	GEMI6	GEMIN6	-0.001020574	0.000653217	0.118481132	0.184616244	1	Not-Significant
X22128.8	ELK4	ELK4	0.002227956	0.001426231	0.118539998	0.184667032	1	Not-Significant
X3364.76	Cathepsin V	CTSV	-0.005023557	0.003220449	0.11907218	0.185454986	1	Not-Significant
X21839.3	OBF1	POU2AF1	-0.004478548	0.002871365	0.119109031	0.185471285	1	Not-Significant
X7865.126	HRSL3	PLAAT3	0.001347824	0.000864174	0.119174236	0.185531718	1	Not-Significant
X10672.75	SP-B	SFTPB	-0.003963556	0.002542499	0.119298008	0.185653968	1	Not-Significant
X19323.1	RCAS1	EBAG9	-0.002009805	0.001289238	0.119305587	0.185653968	1	Not-Significant
X2666.53	Bone proteoglycan II	DCN	-0.006188338	0.003970981	0.119422532	0.185794815	1	Not-Significant
X4496.60	MMP-12	MMP12	-0.011474851	0.007363716	0.119486549	0.185853276	1	Not-Significant
X11816.84	JAK2	JAK2	-0.001673798	0.001074593	0.119608627	0.185963792	1	Not-Significant
X12844.10	BAG4	BAG4	-0.001272108	0.00081671	0.119610514	0.185963792	1	Not-Significant
X9284.25	SFRP4	SFRP4	-0.009191717	0.005901867	0.119653809	0.185989965	1	Not-Significant
X5087.5	IL-22BP	IL22RA2	-0.001097162	0.000704693	0.119768602	0.18612724	1	Not-Significant
X11682.7	TXNIP	TXNIP	0.001781491	0.001145426	0.12016396	0.18670037	1	Not-Significant
X9127.4	S26A5	SLC26A5	-0.001714595	0.001102781	0.120282265	0.186842881	1	Not-Significant
X23627.3	CF057	SDHAF4	0.001523075	0.000980098	0.120474944	0.187100836	1	Not-Significant
X13692.154	WISP-1	CCN4	0.010781613	0.006939431	0.120544253	0.18716712	1	Not-Significant
X9170.24	IL-17	IL17A	0.001096122	0.000705583	0.120592501	0.187193529	1	Not-Significant
X21349.2	STYX	STYX	-0.002204959	0.001419452	0.120614525	0.187193529	1	Not-Significant
X21271.53	AK1C2	AKR1C2	0.004677795	0.003011598	0.120660384	0.187220313	1	Not-Significant
X9893.27	Ornithine decarboxylase antizyme	OAZ1	0.002320358	0.001494022	0.120685053	0.187220313	1	Not-Significant
X12488.9	MCTS1	MCTS1	0.001808225	0.001164423	0.120736462	0.187258736	1	Not-Significant
X5430.66	SHPS1	SIRPA	-0.007775678	0.00501655	0.121465175	0.188347389	1	Not-Significant
X24640.63	HEY1	HEY1	0.001499689	0.000967738	0.121499366	0.188358853	1	Not-Significant
X4491.4	IL-5 Ra	IL5RA	-0.001234007	0.000796482	0.121586857	0.188452925	1	Not-Significant
X9954.2	NPPL3	NPIPB3	-0.001657765	0.001070706	0.121837778	0.188800207	1	Not-Significant
X18404.22	ANR54	ANKRD54	-0.001346514	0.000870909	0.122364608	0.189574792	1	Not-Significant
X8364.74	UST	UST	0.01118616	0.007235682	0.122392105	0.189575608	1	Not-Significant
X9172.69	MMP-8	MMP8	-0.005943928	0.003845317	0.122455478	0.189631979	1	Not-Significant
X13725.3	FGF-16	FGF16	-0.001208005	0.000781652	0.122525855	0.189664957	1	Not-Significant
X15388.24	FcRIIIa	FCGR3A	0.074712164	0.048344963	0.12253074	0.189664957	1	Not-Significant
X9962.1	MUCDL	CDHR5	-0.001381504	0.000894426	0.122747523	0.189958683	1	Not-Significant
X18213.30	UBE2F	UBE2F	-0.002159702	0.001400333	0.123288481	0.190753848	1	Not-Significant
X17391.10	SPF45	RBM17	-0.002057865	0.001334777	0.123421157	0.190917102	1	Not-Significant
X23301.2	MSX-2	MSX2	-0.001560462	0.001012273	0.123470918	0.190952054	1	Not-Significant
X10663.42	INSI1	INSIG1	-0.001241852	0.000805669	0.123505236	0.190963111	1	Not-Significant
X25901.3	CRTC3	CRTC3	0.002083175	0.001351876	0.123610245	0.191083443	1	Not-Significant
X9315.16	MUL1:MIMD	MUL1	0.004083878	0.002651637	0.123829058	0.191357314	1	Not-Significant
X25080.16	UDB15	UGT2B15	-0.001215916	0.000789538	0.123841858	0.191357314	1	Not-Significant
X16852.10	NHRF3	PDZK1	0.001202829	0.000781163	0.123901128	0.191406819	1	Not-Significant
X2061.10	No Protein		-0.00147232	0.000957106	0.124258146	0.191916175	1	Not-Significant
X12763.69	ZN334	ZNF334	-0.001053031	0.000684879	0.124445182	0.192162825	1	Not-Significant
X21380.77	TGT	QTRT1	-0.001329528	0.000864875	0.124516522	0.192230756	1	Not-Significant
X18928.10	S100Z	S100Z	-0.001316114	0.000856411	0.12463239	0.192367384	1	Not-Significant
X23321.42	CCD95	INO80E	-0.002897585	0.001885727	0.124675923	0.192392329	1	Not-Significant
X8383.20	CK094	None	0.001081559	0.000704418	0.124971104	0.192805507	1	Not-Significant
X20423.40	CIB1	CIB1	-0.004818354	0.0031446	0.125741037	0.193950789	1	Not-Significant
X18183.3	ARH	LDLRAP1	0.00114206	0.000746291	0.126222146	0.194629513	1	Not-Significant
X20574.8	CD81	CD81	-0.002230425	0.001457553	0.126236442	0.194629513	1	Not-Significant
X20984.142	DUS19	DUSP19	-0.001004557	0.000656648	0.126342337	0.194750063	1	Not-Significant
X8686.342	HIKES	HIKESHI	-0.001378316	0.000901674	0.126645422	0.195174451	1	Not-Significant
X18931.40	SLIT3	SLIT3	0.003443723	0.002254767	0.126979758	0.195646804	1	Not-Significant
X5443.62	ANP	NPPA	-0.0012278	0.000804064	0.127047192	0.195707805	1	Not-Significant
X13944.3	SULT 1A3	SULT1A3	0.001368466	0.000896284	0.127090475	0.195723743	1	Not-Significant
X4964.67	ARTS1	ERAP1	0.017532804	0.011483668	0.127113229	0.195723743	1	Not-Significant
X18864.7	TRY3	PRSS3	0.01179994	0.007736889	0.127506571	0.196286396	1	Not-Significant
X9276.7	CBPA2	CPA2	0.001430646	0.000938375	0.127644719	0.196456039	1	Not-Significant
X12533.135	CYH2	CYTH2	-0.001469236	0.000963861	0.127708695	0.196482126	1	Not-Significant
X21450.333	Caspase-10:region 2	CASP10	-0.001955646	0.001283062	0.127741603	0.196482126	1	Not-Significant
X8758.2	PCDA7	PCDHA7	-0.019231733	0.01261779	0.127745528	0.196482126	1	Not-Significant
X10814.7	CD1A	CD1A	-0.001628617	0.001068619	0.127781579	0.196494578	1	Not-Significant
X19225.11	BLNK	BLNK	0.001086315	0.000713283	0.12804562	0.196857538	1	Not-Significant
X9128.34	FLRT3:CD	FLRT3	-0.001740813	0.001143849	0.12832172	0.197238874	1	Not-Significant
X22953.85	CEBPB	CEBPB	-0.001038007	0.00068216	0.128382678	0.197289429	1	Not-Significant
X23017.17	RCN3	RCN3	0.006018832	0.003957499	0.128576819	0.197544581	1	Not-Significant
X9026.40	BTNL8	BTNL8	-0.001165577	0.000766459	0.128613875	0.197558332	1	Not-Significant
X8664.36	PKDCC	PKDCC	-0.001083103	0.000712405	0.128716141	0.19767222	1	Not-Significant
X9188.119	MIG	CXCL9	-0.003609355	0.002376336	0.129087349	0.19819899	1	Not-Significant
X9828.86	LDHC	LDHC	-0.001025639	0.000675811	0.129388742	0.19861836	1	Not-Significant
X19492.5	KAAG1	KAAG1	-0.002034481	0.001341212	0.129592271	0.198887352	1	Not-Significant
X4666.193	No Protein		-0.001672799	0.001102997	0.12965225	0.198935967	1	Not-Significant
X11565.58	ZNF23	ZNF23	0.001925618	0.001269812	0.129685137	0.198943	1	Not-Significant
X13430.50	UT1	SLC14A1	-0.001589713	0.001048554	0.129781895	0.19904799	1	Not-Significant
X12681.63	UBP21	USP21	0.001670952	0.001102761	0.129994512	0.19933059	1	Not-Significant
X8242.9	CLC2L	CLEC2L	0.003800085	0.00250812	0.13003103	0.199343099	1	Not-Significant
X3284.75	BGN	BGN	-0.006906428	0.004560289	0.130187219	0.199539024	1	Not-Significant
X10626.116	SIA7C	ST6GALNAC3	-0.001726937	0.001140455	0.13024461	0.199583467	1	Not-Significant
X24440.11	KCTD3	KCTD3	-0.002150478	0.00142139	0.130576006	0.200047677	1	Not-Significant
X3004.67	PD-L2	PDCD1LG2	-0.003317231	0.002195019	0.131006826	0.200663975	1	Not-Significant
X17345.12	ZADH2	ZADH2	-0.001073725	0.000710632	0.131086775	0.200742688	1	Not-Significant
X22531.44	PITX2	PITX2	-0.002905559	0.001923313	0.131144594	0.200787487	1	Not-Significant
X10721.76	HSP 70	HSPA1A	0.009565132	0.006332529	0.131202096	0.20083178	1	Not-Significant
X10580.14	SFTA2	SFTA2	0.001687712	0.001117879	0.131389268	0.201074497	1	Not-Significant
X20545.17	MFAP3	MFAP3	-0.002077974	0.001377609	0.131739165	0.201566084	1	Not-Significant
X21764.99	UBP30	USP30	0.001520028	0.001008147	0.131903209	0.201773156	1	Not-Significant
X24263.6	OCLN	OCLN	-0.001155312	0.000767175	0.132367058	0.202438654	1	Not-Significant
X8962.48	KS6B1	RPS6KB1	-0.002470897	0.001641055	0.13244087	0.202507478	1	Not-Significant
X15452.5	5'-Nucleotidase	NT5E	0.008663393	0.005759753	0.132831684	0.203060875	1	Not-Significant
X18407.36	AR2BP	ARL2BP	0.001725757	0.001148516	0.133227073	0.203621025	1	Not-Significant
X6504.65	Lysyl oxidase-like protein 2	LOXL2	0.001139323	0.000758388	0.133302858	0.20369043	1	Not-Significant
X3761.4	COX-2	PTGS2	-0.001319304	0.000878248	0.133330441	0.20369043	1	Not-Significant
X3435.53	FN1.4	FN1	0.008648451	0.005757781	0.133366139	0.203700694	1	Not-Significant
X9211.19	PEDF	SERPINF1	-0.001997732	0.001330472	0.133502027	0.203863947	1	Not-Significant
X24907.3	MPPA	PMPCA	0.007116915	0.004741773	0.133678479	0.204089059	1	Not-Significant
X9783.75	DJC11	DNAJC11	-0.001079357	0.000720173	0.13422458	0.2048783	1	Not-Significant
X6494.60	sperm acrosome associated 5	SPACA5	0.002051992	0.00136961	0.134357768	0.205037071	1	Not-Significant
X3647.49	TLR4:MD-2 complex	TLR4|LY96	0.006745594	0.00450525	0.134603429	0.205367376	1	Not-Significant
X6461.54	Apo C-III	APOC3	-0.001194116	0.000798288	0.134982073	0.205900388	1	Not-Significant
X12785.49	KAISO	ZBTB33	-0.001220371	0.000816568	0.135324129	0.206351095	1	Not-Significant
X10045.47	CUL3	CUL3	-0.001918307	0.001283686	0.135359925	0.206351095	1	Not-Significant
X4862.63	BMP RII	BMPR2	0.00447346	0.002993557	0.135365614	0.206351095	1	Not-Significant
X21742.43	OTU7B	OTUD7B	0.002315972	0.001550333	0.135495744	0.20650468	1	Not-Significant
X12411.60	MAX	MAX	0.00160938	0.001077584	0.135587384	0.20659955	1	Not-Significant
X3175.51	ATS13	ADAMTS13	-0.010198364	0.006829801	0.135666272	0.206654014	1	Not-Significant
X11252.30	LRCH4:CH	LRCH4	-0.00108135	0.000724206	0.135681928	0.206654014	1	Not-Significant
X22405.61	PCKGM	PCK2	-0.001614495	0.001081969	0.135937033	0.206994603	1	Not-Significant
X17694.32	PSME2	PSME2	-0.008585239	0.005753878	0.135964445	0.206994603	1	Not-Significant
X12351.25	STAT1	STAT1	-0.004687734	0.003144261	0.136274567	0.207421813	1	Not-Significant
X19227.18	BATF	BATF	0.001260261	0.000845545	0.136383157	0.207507264	1	Not-Significant
X21545.51	MSTN1	MUSTN1	0.010131032	0.006797341	0.136389751	0.207507264	1	Not-Significant
X7045.4	BNIP3	BNIP3	-0.001148745	0.000771364	0.136708316	0.207907151	1	Not-Significant
X24707.6	CX038	CXorf38	-0.001673404	0.00112368	0.136711744	0.207907151	1	Not-Significant
X21521.17	TPH1	TPH1	0.002181146	0.001466029	0.137111556	0.208470069	1	Not-Significant
X10462.14	INSL5	INSL5	-0.001771379	0.001191574	0.137405297	0.208871503	1	Not-Significant
X22779.75	SMCO1	SMCO1	0.000942695	0.000634373	0.137553814	0.209052056	1	Not-Significant
X13506.10	DUS2L	DUS2	-0.002670302	0.001797946	0.137773161	0.209340154	1	Not-Significant
X7118.24	IGDC3:ECD	IGDCC3	0.001439001	0.00096905	0.137835673	0.209389874	1	Not-Significant
X5982.50	FHR1	CFHR1	-0.013949868	0.009401695	0.138151936	0.209804108	1	Not-Significant
X9094.5	CLC4C	CLEC4C	-0.003225506	0.002173916	0.138168049	0.209804108	1	Not-Significant
X19333.4	hnRNP K	HNRNPK	0.003946358	0.002660155	0.13822286	0.209842006	1	Not-Significant
X13625.19	LA:HTH	SSB	-0.001111527	0.000749619	0.13841226	0.210084166	1	Not-Significant
X18291.8	p21	CDKN1A	-0.001334421	0.0009009	0.138833806	0.210678502	1	Not-Significant
X6584.1	SRCH	HRC	0.001672679	0.001129539	0.138927293	0.210774864	1	Not-Significant
X8876.51	NRX2B	NRXN2	0.001503817	0.001017872	0.13985203	0.21213205	1	Not-Significant
X21897.4	IL-17/ IL-17F	IL17A|IL17F	-0.001072637	0.000726316	0.140005574	0.212319133	1	Not-Significant
X12706.2	MRCKA	CDC42BPA	-0.007278115	0.004931846	0.140298014	0.212716726	1	Not-Significant
