model	query	go	ncurated	nllm	ninter	generatio	bgratio	richFactor	foldEnrich	jaccard	p_val
gpt-3.5-turbo-0125	Glyoxylate and dicarboxylate metabolism	Glyoxylate Metabolic Process	5	26	2	0.4	0.0013100876750982565	0.07692307692307693	305.32307692307694	0.06896551724137931	1.6464115659492014e-05
gpt-3.5-turbo-0125	Hedgehog signaling pathway	Smoothened Signaling Pathway	34	17	6	0.17647058823529413	0.0008565957875642446	0.35294117647058826	206.01384083044985	0.13333333333333333	1.9369190799190787e-13
gpt-3.5-turbo-0125	Hematopoietic cell lineage	Hematopoietic Stem Cell Differentiation	9	39	0	0.0	0.0019651315126473848	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Hippo signaling pathway	Hippo Signaling	17	25	10	0.5882352941176471	0.0012596996875944774	0.4	466.964705882353	0.3125	2.4276449297212625e-26
gpt-3.5-turbo-0125	Histidine metabolism	Histidine Metabolic Process	6	15	2	0.3333333333333333	0.0007558198125566865	0.13333333333333333	441.02222222222224	0.10526315789473684	7.984130411773465e-06
gpt-3.5-turbo-0125	Homologous recombination	Homologous Recombination	9	25	3	0.3333333333333333	0.0012596996875944774	0.12	264.61333333333334	0.0967741935483871	1.4758338869780214e-07
gpt-3.5-turbo-0125	Hypertrophic cardiomyopathy	Cardiac Muscle Hypertrophy	7	28	3	0.42857142857142855	0.0014108636501058147	0.10714285714285714	303.765306122449	0.09375	8.76935535895722e-08
gpt-3.5-turbo-0125	IL-17 signaling pathway	interleukin-17A-mediated Signaling Pathway	5	26	3	0.6	0.0013100876750982565	0.11538461538461539	457.9846153846154	0.10714285714285714	1.9925805309775907e-08
gpt-3.5-turbo-0125	Inositol phosphate metabolism	Inositol Phosphate Metabolic Process	22	26	10	0.45454545454545453	0.0013100876750982565	0.38461538461538464	346.958041958042	0.2631578947368421	1.30646347381656e-24
gpt-3.5-turbo-0125	Insulin secretion	Insulin Secretion	19	12	0	0.0	0.0006046558500453492	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Insulin signaling pathway	Insulin Receptor Signaling Pathway	47	43	8	0.1702127659574468	0.002166683462662501	0.18604651162790697	78.55912914398813	0.0975609756097561	7.196290911100872e-14
gpt-3.5-turbo-0125	Leukocyte transendothelial migration	Leukocyte Adhesion To Vascular Endothelial Cell	19	16	1	0.05263157894736842	0.0008062078000604656	0.0625	65.28289473684211	0.029411764705882353	0.015214159973029506
gpt-3.5-turbo-0125	Linoleic acid metabolism	Linoleic Acid Metabolic Process	19	15	4	0.21052631578947367	0.0007558198125566865	0.26666666666666666	278.54035087719296	0.13333333333333333	8.133486237032301e-10
gpt-3.5-turbo-0125	Long-term depression	Long-Term Synaptic Depression	6	10	0	0.0	0.000503879875037791	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Long-term potentiation	Long-Term Synaptic Potentiation	20	15	0	0.0	0.0007558198125566865	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Lysosome	Lysosome Organization	43	18	4	0.09302325581395349	0.0009069837750680237	0.2222222222222222	102.56330749354005	0.07017543859649122	5.7168370670499705e-08
gpt-3.5-turbo-0125	MAPK signaling pathway	MAPK Cascade	98	32	19	0.19387755102040816	0.001612415600120931	0.59375	120.24043367346938	0.17117117117117117	7.763680286179255e-37
gpt-3.5-turbo-0125	Melanogenesis	Melanocyte Differentiation	11	9	2	0.18181818181818182	0.00045349188753401187	0.2222222222222222	400.92929292929296	0.1111111111111111	1.0033484143404227e-05
gpt-3.5-turbo-0125	Mismatch repair	Mismatch Repair	25	22	7	0.28	0.0011085357250831401	0.3181818181818182	252.58545454545458	0.175	3.370659136460037e-16
gpt-3.5-turbo-0125	Mitophagy	Mitophagy	16	14	5	0.3125	0.0007054318250529074	0.35714285714285715	442.99107142857144	0.2	3.3960604144325474e-13
gpt-3.5-turbo-0125	N-Glycan biosynthesis	N-glycan Processing	19	13	0	0.0	0.0006550438375491283	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	NF-kappa B signaling pathway	I-kappaB kinase/NF-kappaB Signaling	45	9	7	0.15555555555555556	0.00045349188753401187	0.7777777777777778	343.0172839506173	0.14893617021276595	6.774630272117211e-18
gpt-3.5-turbo-0125	NOD-like receptor signaling pathway	Nucleotide-Binding Domain, Leucine Rich Repeat Containing Receptor Signaling Pathway	5	12	0	0.0	0.0006046558500453492	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Natural killer cell mediated cytotoxicity	Natural Killer Cell Mediated Cytotoxicity	24	43	3	0.125	0.002166683462662501	0.06976744186046512	57.69186046511628	0.046875	1.8576687349393067e-05
gpt-3.5-turbo-0125	Necroptosis	Necroptotic Process	9	17	3	0.3333333333333333	0.0008565957875642446	0.17647058823529413	389.1372549019608	0.13043478260869565	4.3712626962355804e-08
gpt-3.5-turbo-0125	Neurotrophin signaling pathway	Neurotrophin Signaling Pathway	15	28	5	0.3333333333333333	0.0014108636501058147	0.17857142857142858	236.26190476190476	0.13157894736842105	1.139876962745759e-11
gpt-3.5-turbo-0125	Nicotinate and nicotinamide metabolism	Nicotinamide Nucleotide Metabolic Process	17	15	2	0.11764705882352941	0.0007558198125566865	0.13333333333333333	155.65490196078431	0.06666666666666667	7.204249112933859e-05
gpt-3.5-turbo-0125	Non-homologous end-joining	Double-Strand Break Repair Via Nonhomologous End Joining	41	8	2	0.04878048780487805	0.0004031039000302328	0.25	121.01219512195122	0.0425531914893617	0.00011568112485147671
gpt-3.5-turbo-0125	Notch signaling pathway	Notch Signaling Pathway	40	29	17	0.425	0.0014612516376095938	0.5862068965517241	290.84655172413795	0.3269230769230769	1.41614101921449e-40
gpt-3.5-turbo-0125	Nucleotide excision repair	Nucleotide-Excision Repair	56	12	12	0.21428571428571427	0.0006046558500453492	1.0	354.3928571428571	0.21428571428571427	7.188497374471713e-32
gpt-3.5-turbo-0125	Osteoclast differentiation	Osteoclast Differentiation	25	20	6	0.24	0.001007759750075582	0.3	238.15200000000002	0.15384615384615385	8.002604853423965e-14
gpt-3.5-turbo-0125	Oxidative phosphorylation	Oxidative Phosphorylation	63	35	6	0.09523809523809523	0.0017635795626322684	0.17142857142857143	54.00272108843537	0.06521739130434782	1.2108638340118227e-09
gpt-3.5-turbo-0125	PI3K-Akt signaling pathway	Phosphatidylinositol 3-Kinase Signaling	32	23	8	0.25	0.0011589237125869192	0.34782608695652173	215.71739130434784	0.1702127659574468	8.514487078949108e-18
gpt-3.5-turbo-0125	PPAR signaling pathway	Peroxisome Proliferator Activated Receptor Signaling Pathway	7	27	4	0.5714285714285714	0.0013604756626020356	0.14814814814814814	420.021164021164	0.13333333333333333	9.479534331627025e-11
gpt-3.5-turbo-0125	Pentose phosphate pathway	Pentose-Phosphate Shunt	11	28	8	0.7272727272727273	0.0014108636501058147	0.2857142857142857	515.4805194805195	0.25806451612903225	8.581454845321472e-22
gpt-3.5-turbo-0125	Peroxisome	Peroxisome Organization	24	25	15	0.625	0.0012596996875944774	0.6	496.15000000000003	0.4411764705882353	1.917258171008102e-40
gpt-3.5-turbo-0125	Phagosome	Phagosome Maturation	15	13	0	0.0	0.0006550438375491283	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Phenylalanine metabolism	L-phenylalanine Metabolic Process	5	6	1	0.2	0.0003023279250226746	0.16666666666666666	661.5333333333334	0.1	0.001510878055476927
gpt-3.5-turbo-0125	Phosphatidylinositol signaling system	Phosphatidylinositol-Mediated Signaling	62	29	6	0.0967741935483871	0.0014612516376095938	0.20689655172413793	66.22691879866518	0.07058823529411765	3.257136755315828e-10
gpt-3.5-turbo-0125	Phospholipase D signaling pathway	Phospholipase C-activating Dopamine Receptor Signaling Pathway	6	8	0	0.0	0.0004031039000302328	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Phototransduction	Phototransduction, Visible Light	8	19	3	0.375	0.0009573717625718028	0.15789473684210525	391.69736842105266	0.125	4.1533272995903547e-08
gpt-3.5-turbo-0125	Platelet activation	Positive Regulation Of Platelet Activation	9	11	0	0.0	0.0005542678625415701	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Primary bile acid biosynthesis	Bile Acid Biosynthetic Process	25	16	6	0.24	0.0008062078000604656	0.375	297.69	0.17142857142857143	1.6588177137925074e-14
gpt-3.5-turbo-0125	Prolactin signaling pathway	Progesterone Receptor Signaling Pathway	10	15	1	0.1	0.0007558198125566865	0.06666666666666667	132.30666666666667	0.041666666666666664	0.007534245718509354
gpt-3.5-turbo-0125	Proteasome	Proteasome Assembly	8	46	5	0.625	0.0023178474251738385	0.10869565217391304	269.6467391304348	0.10204081632653061	2.978085709050011e-12
gpt-3.5-turbo-0125	Protein export	Protein Export From Nucleus	26	20	0	0.0	0.001007759750075582	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Protein processing in endoplasmic reticulum	Protein Processing	117	46	0	0.0	0.0023178474251738385	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Purine metabolism	Purine-Containing Compound Metabolic Process	7	49	1	0.14285714285714285	0.0024690113876851758	0.02040816326530612	57.8600583090379	0.01818181818181818	0.0171581635164636
gpt-3.5-turbo-0125	Pyrimidine metabolism	Pyrimidine Nucleobase Metabolic Process	11	26	2	0.18181818181818182	0.0013100876750982565	0.07692307692307693	138.7832167832168	0.05714285714285714	9.011560018595301e-05
gpt-3.5-turbo-0125	Pyruvate metabolism	Pyruvate Metabolic Process	50	50	13	0.26	0.002519399375188955	0.26	103.1992	0.14942528735632185	9.964931240438359e-24
gpt-3.5-turbo-0125	RIG-I-like receptor signaling pathway	RIG-I Signaling Pathway	6	43	2	0.3333333333333333	0.002166683462662501	0.046511627906976744	153.84496124031008	0.0425531914893617	6.840548751085182e-05
gpt-3.5-turbo-0125	RNA degradation	RNA Modification	51	22	0	0.0	0.0011085357250831401	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	RNA polymerase	RNA Transport	39	25	0	0.0	0.0012596996875944774	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	RNA transport	RNA Transport	39	25	6	0.15384615384615385	0.0012596996875944774	0.24	122.12923076923079	0.10344827586206896	6.631842012417244e-12
gpt-3.5-turbo-0125	Ras signaling pathway	Ras Protein Signal Transduction	144	15	6	0.041666666666666664	0.0007558198125566865	0.4	55.12777777777778	0.0392156862745098	6.232723154433902e-10
gpt-3.5-turbo-0125	Regulation of actin cytoskeleton	Regulation Of Actin Cytoskeleton Organization	91	50	8	0.08791208791208792	0.002519399375188955	0.16	34.894065934065935	0.06015037593984962	6.546624221825221e-11
gpt-3.5-turbo-0125	Regulation of lipolysis in adipocytes	Regulation Of Lipase Activity	7	40	0	0.0	0.002015519500151164	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Retinol metabolism	Retinoid Metabolic Process	40	55	15	0.375	0.0027713393127078503	0.2727272727272727	135.31363636363636	0.1875	2.0567360229153828e-29
gpt-3.5-turbo-0125	Ribosome biogenesis in eukaryotes	Ribosome Biogenesis	155	19	7	0.04516129032258064	0.0009573717625718028	0.3684210526315789	47.17215619694397	0.041916167664670656	7.204419206935095e-11
gpt-3.5-turbo-0125	Salivary secretion	Regulation Of Saliva Secretion	6	25	0	0.0	0.0012596996875944774	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Sphingolipid metabolism	Sphingolipid Metabolic Process	94	18	9	0.09574468085106383	0.0009069837750680237	0.5	105.56382978723404	0.08737864077669903	3.802033298287671e-17
gpt-3.5-turbo-0125	Sphingolipid signaling pathway	Sphingosine-1-Phosphate Receptor Signaling Pathway	8	12	0	0.0	0.0006046558500453492	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Steroid biosynthesis	Steroid Biosynthetic Process	50	13	8	0.16	0.0006550438375491283	0.6153846153846154	244.25846153846155	0.14545454545454545	1.1484539110591677e-18
gpt-3.5-turbo-0125	Steroid hormone biosynthesis	Steroid Hormone Biosynthetic Process	19	24	13	0.6842105263157895	0.0012093117000906983	0.5416666666666666	565.7850877192983	0.43333333333333335	5.6970191110652905e-36
gpt-3.5-turbo-0125	Sulfur metabolism	Sulfur Amino Acid Metabolic Process	17	9	3	0.17647058823529413	0.00045349188753401187	0.3333333333333333	389.13725490196083	0.13043478260869565	4.3712626962355804e-08
gpt-3.5-turbo-0125	Sulfur relay system	Sulfur Compound Transport	21	30	0	0.0	0.001511639625113373	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Synaptic vesicle cycle	Synaptic Vesicle Cycle	37	16	7	0.1891891891891892	0.0008062078000604656	0.4375	234.66554054054058	0.15217391304347827	4.842569460653043e-16
gpt-3.5-turbo-0125	T cell receptor signaling pathway	T Cell Receptor Signaling Pathway	95	25	10	0.10526315789473684	0.0012596996875944774	0.4	83.56210526315789	0.09090909090909091	1.1953777930088529e-17
gpt-3.5-turbo-0125	TGF-beta signaling pathway	Transforming Growth Factor Beta Receptor Signaling Pathway	72	39	17	0.2361111111111111	0.0019651315126473848	0.4358974358974359	120.1502849002849	0.18085106382978725	2.0348336640754058e-32
gpt-3.5-turbo-0125	TNF signaling pathway	Tumor Necrosis Factor-Mediated Signaling Pathway	38	34	10	0.2631578947368421	0.0017131915751284893	0.29411764705882354	153.60681114551085	0.16129032258064516	2.3064344871901755e-20
gpt-3.5-turbo-0125	Taurine and hypotaurine metabolism	Taurine Metabolic Process	7	12	1	0.14285714285714285	0.0006046558500453492	0.08333333333333333	236.26190476190476	0.05555555555555555	0.004225558536950032
gpt-3.5-turbo-0125	Terpenoid backbone biosynthesis	Terpenoid Metabolic Process	7	8	1	0.14285714285714285	0.0004031039000302328	0.125	354.3928571428571	0.07142857142857142	0.00281874284973166
gpt-3.5-turbo-0125	Th1 and Th2 cell differentiation	T-helper 1 Cell Differentiation	5	28	2	0.4	0.0014108636501058147	0.07142857142857142	283.51428571428573	0.06451612903225806	1.9145170880026628e-05
gpt-3.5-turbo-0125	Th17 cell differentiation	T-helper 17 Cell Differentiation	8	34	5	0.625	0.0017131915751284893	0.14705882352941177	364.81617647058823	0.13513513513513514	6.05452128576324e-13
gpt-3.5-turbo-0125	Thiamine metabolism	Thiamine-Containing Compound Metabolic Process	5	40	1	0.2	0.002015519500151164	0.025	99.23	0.022727272727272728	0.010038063675253887
gpt-3.5-turbo-0125	Thyroid hormone signaling pathway	Steroid Hormone Mediated Signaling Pathway	10	12	0	0.0	0.0006046558500453492	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Thyroid hormone synthesis	Thyroid Hormone Generation	10	31	4	0.4	0.001562027612617152	0.12903225806451613	256.07741935483875	0.10810810810810811	1.0159199134005035e-09
gpt-3.5-turbo-0125	Tight junction	Tight Junction Organization	5	30	3	0.6	0.001511639625113373	0.1	396.92	0.09375	3.110549597032596e-08
gpt-3.5-turbo-0125	Toll-like receptor signaling pathway	Toll-Like Receptor Signaling Pathway	31	12	11	0.3548387096774194	0.0006046558500453492	0.9166666666666666	586.8440860215054	0.34375	2.1601192632535765e-31
gpt-3.5-turbo-0125	Tryptophan metabolism	Tryptophan Metabolic Process	7	23	5	0.7142857142857143	0.0011589237125869192	0.21739130434782608	616.3354037267081	0.2	2.751501152098203e-14
gpt-3.5-turbo-0125	Tyrosine metabolism	Tyrosine Metabolic Process	11	17	1	0.09090909090909091	0.0008565957875642446	0.058823529411764705	106.12834224598932	0.037037037037037035	0.00938465508371532
gpt-3.5-turbo-0125	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone Biosynthetic Process	13	11	10	0.7692307692307693	0.0005542678625415701	0.9090909090909091	1387.832167832168	0.7142857142857143	1.2070272295614342e-33
gpt-3.5-turbo-0125	Ubiquitin mediated proteolysis	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process	319	38	20	0.06269592476489028	0.0019147435251436057	0.5263157894736842	32.74377165484243	0.05934718100890208	1.8851704645640558e-26
gpt-3.5-turbo-0125	VEGF signaling pathway	Vascular Endothelial Growth Factor Signaling Pathway	14	33	7	0.5	0.0016628035876247102	0.21212121212121213	300.6969696969697	0.175	6.051655767393345e-17
gpt-3.5-turbo-0125	Various types of N-glycan biosynthesis	N-glycan Processing	19	19	0	0.0	0.0009573717625718028	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Vascular smooth muscle contraction	Smooth Muscle Contraction	14	10	2	0.14285714285714285	0.000503879875037791	0.2	283.51428571428573	0.09090909090909091	2.0728072717180962e-05
gpt-3.5-turbo-0125	Wnt signaling pathway	Wnt Signaling Pathway	76	47	37	0.4868421052631579	0.0023682354126776176	0.7872340425531915	205.57166853303474	0.43023255813953487	4.702787554701379e-85
gpt-3.5-turbo-0125	alpha-Linolenic acid metabolism	Alpha-Linolenic Acid Metabolic Process	9	19	0	0.0	0.0009573717625718028	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	cAMP signaling pathway	cAMP-mediated Signaling	26	63	7	0.2692307692307692	0.003174443212738083	0.1111111111111111	84.8119658119658	0.08536585365853659	1.444787832988175e-12
gpt-3.5-turbo-0125	cGMP-PKG signaling pathway	cGMP-mediated Signaling	17	35	1	0.058823529411764705	0.0017635795626322684	0.02857142857142857	33.3546218487395	0.0196078431372549	0.02957332587561663
gpt-3.5-turbo-0125	mRNA surveillance pathway	Nuclear mRNA Surveillance	9	20	2	0.2222222222222222	0.001007759750075582	0.1	220.51111111111112	0.07407407407407407	3.4587827467898705e-05
gpt-3.5-turbo-0125	p53 signaling pathway	Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator	35	17	2	0.05714285714285714	0.0008565957875642446	0.11764705882352941	66.709243697479	0.04	0.0004041482497510909
gpt-3.5-turbo-0125	ATF6 (ATF6-alpha) Activates Chaperone Genes	ATF6-mediated Unfolded Protein Response	6	12	1	0.16666666666666666	0.0006046558500453492	0.08333333333333333	275.63888888888886	0.058823529411764705	0.0036229111041501246
gpt-3.5-turbo-0125	ATF6 (ATF6-alpha) Activates Chaperones	ATF6-mediated Unfolded Protein Response	6	7	0	0.0	0.0003527159125264537	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	AUF1 (hnRNP D0) Binds And Destabilizes mRNA	mRNA Destabilization	43	9	1	0.023255813953488372	0.00045349188753401187	0.1111111111111111	51.281653746770026	0.0196078431372549	0.019335863960820487
gpt-3.5-turbo-0125	Acetylcholine Regulates Insulin Secretion	Regulation Of Insulin Secretion	87	23	2	0.022988505747126436	0.0011589237125869192	0.08695652173913043	19.83608195902049	0.018518518518518517	0.00452707087343607
gpt-3.5-turbo-0125	Activation Of NF-kappaB In B Cells	Activation Of NF-kappaB-inducing Kinase Activity	15	23	4	0.26666666666666666	0.0011589237125869192	0.17391304347826086	230.09855072463768	0.11764705882352941	1.8548577920229114e-09
gpt-3.5-turbo-0125	Activation Of RAC1	Regulation Of Rac Protein Signal Transduction	15	28	0	0.0	0.0014108636501058147	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Activation Of TRKA Receptors	Neurotrophin TRK Receptor Signaling Pathway	6	10	1	0.16666666666666666	0.000503879875037791	0.1	330.76666666666665	0.06666666666666667	0.0030198533379945185
gpt-3.5-turbo-0125	Acyl Chain Remodeling Of CL	Cardiolipin Acyl-Chain Remodeling	5	10	0	0.0	0.000503879875037791	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Acyl Chain Remodeling Of DAG And TAG	Phosphatidylinositol Acyl-Chain Remodeling	5	12	0	0.0	0.0006046558500453492	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Acyl Chain Remodelling Of PC	Phosphatidylcholine Acyl-Chain Remodeling	12	11	3	0.25	0.0005542678625415701	0.2727272727272727	451.04545454545456	0.15	2.7792167593057935e-08
gpt-3.5-turbo-0125	Acyl Chain Remodelling Of PE	Phosphatidylethanolamine Acyl-Chain Remodeling	9	11	2	0.2222222222222222	0.0005542678625415701	0.18181818181818182	400.9292929292929	0.1111111111111111	1.0033484143404227e-05
gpt-3.5-turbo-0125	Acyl Chain Remodelling Of PG	Phosphatidylglycerol Acyl-Chain Remodeling	8	23	0	0.0	0.0011589237125869192	0.0	0.0	0.0	1.0
