database	model	descr	descr_cleaned	ninter	nunion	jaccard_similarity
WikiPathway_2023_Human	gpt-4o-2024-08-06	Genes Targeted By miRNAs In Adipocytes WP1992	Genes Targeted By miRNAs In Adipocytes	3	9	0.3333333333333333
WikiPathway_2023_Human	gpt-4o-2024-08-06	Effects Of Nitric Oxide WP1995	Effects Of Nitric Oxide	3	7	0.42857142857142855
WikiPathway_2023_Human	gpt-4o-2024-08-06	Iron Metabolism In Placenta WP2007	Iron Metabolism In Placenta	2	6	0.3333333333333333
WikiPathway_2023_Human	gpt-4o-2024-08-06	SREBF And miR33 In Cholesterol And Lipid Homeostasis WP2011	SREBF And miR33 In Cholesterol And Lipid Homeostasis	4	10	0.4
WikiPathway_2023_Human	gpt-4o-2024-08-06	RANKL RANK Signaling Pathway WP2018	RANKL RANK Signaling Pathway	4	6	0.6666666666666666
WikiPathway_2023_Human	gpt-4o-2024-08-06	Cell Differentiation Expanded Index WP2023	Cell Differentiation Expanded Index	2	4	0.5
WikiPathway_2023_Human	gpt-4o-2024-08-06	Cell Differentiation Index WP2029	Cell Differentiation Index	2	6	0.3333333333333333
WikiPathway_2023_Human	gpt-4o-2024-08-06	Thyroid Stimulating Hormone TSH Signaling Pathway WP2032	Thyroid Stimulating Hormone TSH Signaling Pathway	2	16	0.125
WikiPathway_2023_Human	gpt-4o-2024-08-06	Leptin Signaling Pathway WP2034	Leptin Signaling Pathway	5	7	0.7142857142857143
WikiPathway_2023_Human	gpt-4o-2024-08-06	Follicle Stimulating Hormone FSH Signaling Pathway WP2035	Follicle Stimulating Hormone FSH Signaling Pathway	2	6	0.3333333333333333
WikiPathway_2023_Human	gpt-4o-2024-08-06	TNF Related Weak Inducer Of Apoptosis TWEAK Signaling Pathway WP2036	TNF Related Weak Inducer Of Apoptosis TWEAK Signaling Pathway	1	8	0.125
WikiPathway_2023_Human	gpt-4o-2024-08-06	Prolactin Signaling Pathway WP2037	Prolactin Signaling Pathway	5	9	0.5555555555555556
WikiPathway_2023_Human	gpt-4o-2024-08-06	Microtubule Cytoskeleton Regulation WP2038	Microtubule Cytoskeleton Regulation	1	5	0.2
WikiPathway_2023_Human	gpt-4o-2024-08-06	IL 7 Signaling Pathway WP205	IL 7 Signaling Pathway	5	8	0.625
WikiPathway_2023_Human	gpt-4o-2024-08-06	Alzheimer 39 S Disease And miRNA Effects WP2059	Alzheimer 39 S Disease And miRNA Effects	4	15	0.26666666666666666
WikiPathway_2023_Human	gpt-4o-2024-08-06	Fatty Acid Omega Oxidation WP206	Fatty Acid Omega Oxidation	2	5	0.4
WikiPathway_2023_Human	gpt-4o-2024-08-06	Neural Crest Differentiation WP2064	Neural Crest Differentiation	2	9	0.2222222222222222
WikiPathway_2023_Human	gpt-4o-2024-08-06	IL 17 Signaling Pathway WP2112	IL 17 Signaling Pathway	5	9	0.5555555555555556
WikiPathway_2023_Human	gpt-4o-2024-08-06	Type III Interferon Signaling WP2113	Type III Interferon Signaling	4	11	0.36363636363636365
WikiPathway_2023_Human	gpt-4o-2024-08-06	Arrhythmogenic Right Ventricular Cardiomyopathy WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy	6	9	0.6666666666666666
WikiPathway_2023_Human	gpt-4o-2024-08-06	Endothelin Pathways WP2197	Endothelin Pathways	2	8	0.25
WikiPathway_2023_Human	gpt-4o-2024-08-06	IL 9 Signaling Pathway WP22	IL 9 Signaling Pathway	7	7	1.0
WikiPathway_2023_Human	gpt-4o-2024-08-06	Thymic Stromal Lymphopoietin TSLP Signaling Pathway WP2203	Thymic Stromal Lymphopoietin TSLP Signaling Pathway	4	7	0.5714285714285714
WikiPathway_2023_Human	gpt-4o-2024-08-06	Metastatic Brain Tumor WP2249	Metastatic Brain Tumor	3	11	0.2727272727272727
WikiPathway_2023_Human	gpt-4o-2024-08-06	Pilocytic Astrocytoma WP2253	Pilocytic Astrocytoma	1	3	0.3333333333333333
WikiPathway_2023_Human	gpt-4o-2024-08-06	Glioblastoma Signaling Pathways WP2261	Glioblastoma Signaling Pathways	5	12	0.4166666666666667
WikiPathway_2023_Human	gpt-4o-2024-08-06	Androgen Receptor Network In Prostate Cancer WP2263	Androgen Receptor Network In Prostate Cancer	5	9	0.5555555555555556
WikiPathway_2023_Human	gpt-4o-2024-08-06	Synaptic Vesicle Pathway WP2267	Synaptic Vesicle Pathway	5	14	0.35714285714285715
WikiPathway_2023_Human	gpt-4o-2024-08-06	Pathogenic Escherichia Coli Infection WP2272	Pathogenic Escherichia Coli Infection	2	5	0.4
WikiPathway_2023_Human	gpt-4o-2024-08-06	Glial Cell Differentiation WP2276	Glial Cell Differentiation	0	6	0.0
WikiPathway_2023_Human	gpt-4o-2024-08-06	Drug Induction Of Bile Acid Pathway WP2289	Drug Induction Of Bile Acid Pathway	1	7	0.14285714285714285
WikiPathway_2023_Human	gpt-4o-2024-08-06	Irinotecan Pathway WP229	Irinotecan Pathway	3	6	0.5
WikiPathway_2023_Human	gpt-4o-2024-08-06	RalA Downstream Regulated Genes WP2290	RalA Downstream Regulated Genes	0	2	0.0
WikiPathway_2023_Human	gpt-4o-2024-08-06	Deregulation Of Rab And Rab Effector Genes In Bladder Cancer WP2291	Deregulation Of Rab And Rab Effector Genes In Bladder Cancer	2	5	0.4
WikiPathway_2023_Human	gpt-4o-2024-08-06	B Cell Receptor Signaling Pathway WP23	B Cell Receptor Signaling Pathway	7	13	0.5384615384615384
WikiPathway_2023_Human	gpt-4o-2024-08-06	TNF Alpha Signaling Pathway WP231	TNF Alpha Signaling Pathway	13	16	0.8125
WikiPathway_2023_Human	gpt-4o-2024-08-06	AGE RAGE Pathway WP2324	AGE RAGE Pathway	1	6	0.16666666666666666
WikiPathway_2023_Human	gpt-4o-2024-08-06	Allograft Rejection WP2328	Allograft Rejection	0	11	0.0
WikiPathway_2023_Human	gpt-4o-2024-08-06	Interleukin 11 Signaling Pathway WP2332	Interleukin 11 Signaling Pathway	1	6	0.16666666666666666
WikiPathway_2023_Human	gpt-4o-2024-08-06	Trans Sulfuration Pathway WP2333	Trans Sulfuration Pathway	1	2	0.5
WikiPathway_2023_Human	gpt-4o-2024-08-06	miRNA Biogenesis WP2338	miRNA Biogenesis	7	10	0.7
WikiPathway_2023_Human	gpt-4o-2024-08-06	Corticotropin Releasing Hormone Signaling Pathway WP2355	Corticotropin Releasing Hormone Signaling Pathway	3	14	0.21428571428571427
WikiPathway_2023_Human	gpt-4o-2024-08-06	Parkin Ubiquitin Proteasomal System Pathway WP2359	Parkin Ubiquitin Proteasomal System Pathway	2	8	0.25
WikiPathway_2023_Human	gpt-4o-2024-08-06	Adipogenesis WP236	Adipogenesis	1	11	0.09090909090909091
WikiPathway_2023_Human	gpt-4o-2024-08-06	Gastric Cancer Network 1 WP2361	Gastric Cancer Network 1	2	4	0.5
WikiPathway_2023_Human	gpt-4o-2024-08-06	Gastric Cancer Network 2 WP2363	Gastric Cancer Network 2	2	7	0.2857142857142857
WikiPathway_2023_Human	gpt-4o-2024-08-06	Histone Modifications WP2369	Histone Modifications	3	23	0.13043478260869565
WikiPathway_2023_Human	gpt-4o-2024-08-06	Parkinson 39 S Disease Pathway WP2371	Parkinson 39 S Disease Pathway	4	10	0.4
WikiPathway_2023_Human	gpt-4o-2024-08-06	Oncostatin M Signaling Pathway WP2374	Oncostatin M Signaling Pathway	2	9	0.2222222222222222
WikiPathway_2023_Human	gpt-4o-2024-08-06	Brain Derived Neurotrophic Factor BDNF Signaling Pathway WP2380	Brain Derived Neurotrophic Factor BDNF Signaling Pathway	4	9	0.4444444444444444
WikiPathway_2023_Human	gpt-4o-2024-08-06	Peptide GPCRs WP24	Peptide GPCRs	0	9	0.0
WikiPathway_2023_Human	gpt-4o-2024-08-06	Cardiac Progenitor Differentiation WP2406	Cardiac Progenitor Differentiation	6	7	0.8571428571428571
WikiPathway_2023_Human	gpt-4o-2024-08-06	One Carbon Metabolism WP241	One Carbon Metabolism	8	12	0.6666666666666666
WikiPathway_2023_Human	gpt-4o-2024-08-06	Spinal Cord Injury WP2431	Spinal Cord Injury	2	7	0.2857142857142857
WikiPathway_2023_Human	gpt-4o-2024-08-06	Quercetin And Nf kB AP 1 Induced Apoptosis WP2435	Quercetin And Nf kB AP 1 Induced Apoptosis	4	8	0.5
WikiPathway_2023_Human	gpt-4o-2024-08-06	Dopamine Metabolism WP2436	Dopamine Metabolism	7	8	0.875
WikiPathway_2023_Human	gpt-4o-2024-08-06	Alpha 6 Beta 4 Signaling Pathway WP244	Alpha 6 Beta 4 Signaling Pathway	2	5	0.4
WikiPathway_2023_Human	gpt-4o-2024-08-06	Retinoblastoma Gene In Cancer WP2446	Retinoblastoma Gene In Cancer	5	9	0.5555555555555556
WikiPathway_2023_Human	gpt-4o-2024-08-06	Amyotrophic Lateral Sclerosis ALS WP2447	Amyotrophic Lateral Sclerosis ALS	3	11	0.2727272727272727
WikiPathway_2023_Human	gpt-4o-2024-08-06	TCA Cycle And Deficiency Of Pyruvate Dehydrogenase Complex PDHc WP2453	TCA Cycle And Deficiency Of Pyruvate Dehydrogenase Complex PDHc	14	19	0.7368421052631579
WikiPathway_2023_Human	gpt-4o-2024-08-06	HIF1A And PPARG Regulation Of Glycolysis WP2456	HIF1A And PPARG Regulation Of Glycolysis	3	9	0.3333333333333333
WikiPathway_2023_Human	gpt-4o-2024-08-06	Small Ligand GPCRs WP247	Small Ligand GPCRs	2	23	0.08695652173913043
WikiPathway_2023_Human	gpt-4o-2024-08-06	NAD Biosynthesis II From Tryptophan WP2485	NAD Biosynthesis II From Tryptophan	4	6	0.6666666666666666
WikiPathway_2023_Human	gpt-4o-2024-08-06	Nanomaterial Induced Apoptosis WP2507	Nanomaterial Induced Apoptosis	4	7	0.5714285714285714
WikiPathway_2023_Human	gpt-4o-2024-08-06	Nanoparticle Triggered Autophagic Cell Death WP2509	Nanoparticle Triggered Autophagic Cell Death	2	8	0.25
WikiPathway_2023_Human	gpt-4o-2024-08-06	Nanoparticle Triggered Regulated Necrosis WP2513	Nanoparticle Triggered Regulated Necrosis	3	6	0.5
WikiPathway_2023_Human	gpt-4o-2024-08-06	ATM Signaling Pathway WP2516	ATM Signaling Pathway	3	7	0.42857142857142855
WikiPathway_2023_Human	gpt-4o-2024-08-06	Trans Sulfuration One Carbon Metabolism And Related Pathways WP2525	Trans Sulfuration One Carbon Metabolism And Related Pathways	3	10	0.3
WikiPathway_2023_Human	gpt-4o-2024-08-06	PDGF Pathway WP2526	PDGF Pathway	15	28	0.5357142857142857
WikiPathway_2023_Human	gpt-4o-2024-08-06	Glycerophospholipid Biosynthetic Pathway WP2533	Glycerophospholipid Biosynthetic Pathway	2	20	0.1
WikiPathway_2023_Human	gpt-4o-2024-08-06	Apoptosis WP254	Apoptosis	8	17	0.47058823529411764
WikiPathway_2023_Human	gpt-4o-2024-08-06	Sulindac Metabolic Pathway WP2542	Sulindac Metabolic Pathway	1	3	0.3333333333333333
WikiPathway_2023_Human	gpt-4o-2024-08-06	Primary Focal Segmental Glomerulosclerosis FSGS WP2572	Primary Focal Segmental Glomerulosclerosis FSGS	5	11	0.45454545454545453
WikiPathway_2023_Human	gpt-4o-2024-08-06	T Cell Receptor And Co Stimulatory Signaling WP2583	T Cell Receptor And Co Stimulatory Signaling	7	11	0.6363636363636364
WikiPathway_2023_Human	gpt-4o-2024-08-06	Aryl Hydrocarbon Receptor Pathway WP2586	Aryl Hydrocarbon Receptor Pathway	4	7	0.5714285714285714
WikiPathway_2023_Human	gpt-4o-2024-08-06	Gastric Acid Production WP2596	Gastric Acid Production	4	4	1.0
WikiPathway_2023_Human	gpt-4o-2024-08-06	S1P Receptor Signal Transduction WP26	S1P Receptor Signal Transduction	0	17	0.0
WikiPathway_2023_Human	gpt-4o-2024-08-06	Ebstein Barr Virus LMP1 Signaling WP262	Ebstein Barr Virus LMP1 Signaling	5	7	0.7142857142857143
WikiPathway_2023_Human	gpt-4o-2024-08-06	Common Pathways Underlying Drug Addiction WP2636	Common Pathways Underlying Drug Addiction	3	5	0.6
WikiPathway_2023_Human	gpt-4o-2024-08-06	Interleukin 1 IL 1 Structural Pathway WP2637	Interleukin 1 IL 1 Structural Pathway	9	13	0.6923076923076923
WikiPathway_2023_Human	gpt-4o-2024-08-06	Nanoparticle Mediated Activation Of Receptor Signaling WP2643	Nanoparticle Mediated Activation Of Receptor Signaling	0	2	0.0
WikiPathway_2023_Human	gpt-4o-2024-08-06	Heroin Metabolism WP2645	Heroin Metabolism	1	4	0.25
WikiPathway_2023_Human	gpt-4o-2024-08-06	Notch Signaling WP268	Notch Signaling	15	22	0.6818181818181818
WikiPathway_2023_Human	gpt-4o-2024-08-06	Blood Clotting Cascade WP272	Blood Clotting Cascade	14	20	0.7
WikiPathway_2023_Human	gpt-4o-2024-08-06	Cardiac Hypertrophic Response WP2795	Cardiac Hypertrophic Response	2	6	0.3333333333333333
WikiPathway_2023_Human	gpt-4o-2024-08-06	exRNA Mechanism Of Action And Biogenesis WP2805	exRNA Mechanism Of Action And Biogenesis	3	5	0.6
WikiPathway_2023_Human	gpt-4o-2024-08-06	Complement System WP2806	Complement System	19	22	0.8636363636363636
WikiPathway_2023_Human	gpt-4o-2024-08-06	Mammary Gland Development Pathway Embryonic Development Stage 1 Of 4 WP2813	Mammary Gland Development Pathway Embryonic Development Stage 1 Of 4	2	7	0.2857142857142857
WikiPathway_2023_Human	gpt-4o-2024-08-06	Mammary Gland Development Pathway Puberty Stage 2 Of 4 WP2814	Mammary Gland Development Pathway Puberty Stage 2 Of 4	2	6	0.3333333333333333
WikiPathway_2023_Human	gpt-4o-2024-08-06	Mammary Gland Development Pathway Involution Stage 4 Of 4 WP2815	Mammary Gland Development Pathway Involution Stage 4 Of 4	1	5	0.2
WikiPathway_2023_Human	gpt-4o-2024-08-06	Mammary Gland Development Pathway Pregnancy And Lactation Stage 3 Of 4 WP2817	Mammary Gland Development Pathway Pregnancy And Lactation Stage 3 Of 4	3	5	0.6
WikiPathway_2023_Human	gpt-4o-2024-08-06	Cocaine Metabolism WP2826	Cocaine Metabolism	1	4	0.25
WikiPathway_2023_Human	gpt-4o-2024-08-06	Bladder Cancer WP2828	Bladder Cancer	5	7	0.7142857142857143
WikiPathway_2023_Human	gpt-4o-2024-08-06	Hair Follicle Development Organogenesis Part 2 Of 3 WP2839	Hair Follicle Development Organogenesis Part 2 Of 3	2	9	0.2222222222222222
WikiPathway_2023_Human	gpt-4o-2024-08-06	Hair Follicle Development Cytodifferentiation Part 3 Of 3 WP2840	Hair Follicle Development Cytodifferentiation Part 3 Of 3	2	6	0.3333333333333333
WikiPathway_2023_Human	gpt-4o-2024-08-06	PCSK9 Mediated LDL Receptor Degradation WP2846	PCSK9 Mediated LDL Receptor Degradation	2	4	0.5
WikiPathway_2023_Human	gpt-4o-2024-08-06	Pluripotent Stem Cell Differentiation Pathway WP2848	Pluripotent Stem Cell Differentiation Pathway	2	10	0.2
WikiPathway_2023_Human	gpt-4o-2024-08-06	Hematopoietic Stem Cell Differentiation WP2849	Hematopoietic Stem Cell Differentiation	2	10	0.2
WikiPathway_2023_Human	gpt-4o-2024-08-06	Endoderm Differentiation WP2853	Endoderm Differentiation	5	8	0.625
WikiPathway_2023_Human	gpt-4o-2024-08-06	Gene Regulatory Network Modelling Somitogenesis WP2854	Gene Regulatory Network Modelling Somitogenesis	3	8	0.375
WikiPathway_2023_Human	gpt-4o-2024-08-06	Dopaminergic Neurogenesis WP2855	Dopaminergic Neurogenesis	3	10	0.3
WikiPathway_2023_Human	gpt-4o-2024-08-06	Mesodermal Commitment Pathway WP2857	Mesodermal Commitment Pathway	3	8	0.375
WikiPathway_2023_Human	gpt-4o-2024-08-06	Ectoderm Differentiation WP2858	Ectoderm Differentiation	2	3	0.6666666666666666
WikiPathway_2023_Human	gpt-4o-2024-08-06	IL 3 Signaling Pathway WP286	IL 3 Signaling Pathway	5	11	0.45454545454545453
WikiPathway_2023_Human	gpt-4o-2024-08-06	Apoptosis Related Network Due To Altered Notch3 In Ovarian Cancer WP2864	Apoptosis Related Network Due To Altered Notch3 In Ovarian Cancer	4	9	0.4444444444444444
WikiPathway_2023_Human	gpt-4o-2024-08-06	IL1 And Megakaryocytes In Obesity WP2865	IL1 And Megakaryocytes In Obesity	2	3	0.6666666666666666
WikiPathway_2023_Human	gpt-4o-2024-08-06	TCA Cycle Nutrient Use And Invasiveness Of Ovarian Cancer WP2868	TCA Cycle Nutrient Use And Invasiveness Of Ovarian Cancer	11	14	0.7857142857142857
WikiPathway_2023_Human	gpt-4o-2024-08-06	Extracellular Vesicle Mediated Signaling In Recipient Cells WP2870	Extracellular Vesicle Mediated Signaling In Recipient Cells	5	8	0.625
WikiPathway_2023_Human	gpt-4o-2024-08-06	Aryl Hydrocarbon Receptor Pathway WP2873	Aryl Hydrocarbon Receptor Pathway	4	7	0.5714285714285714
WikiPathway_2023_Human	gpt-4o-2024-08-06	Liver X Receptor Pathway WP2874	Liver X Receptor Pathway	3	7	0.42857142857142855
WikiPathway_2023_Human	gpt-4o-2024-08-06	Constitutive Androstane Receptor Pathway WP2875	Constitutive Androstane Receptor Pathway	4	7	0.5714285714285714
WikiPathway_2023_Human	gpt-4o-2024-08-06	Pregnane X Receptor Pathway WP2876	Pregnane X Receptor Pathway	2	9	0.2222222222222222
WikiPathway_2023_Human	gpt-4o-2024-08-06	Vitamin D Receptor Pathway WP2877	Vitamin D Receptor Pathway	5	8	0.625
WikiPathway_2023_Human	gpt-4o-2024-08-06	PPAR Alpha Pathway WP2878	PPAR Alpha Pathway	2	5	0.4
WikiPathway_2023_Human	gpt-4o-2024-08-06	Farnesoid X Receptor Pathway WP2879	Farnesoid X Receptor Pathway	3	6	0.5
WikiPathway_2023_Human	gpt-4o-2024-08-06	Nod Like Receptor NLR Signaling Pathway WP288	Nod Like Receptor NLR Signaling Pathway	6	11	0.5454545454545454
WikiPathway_2023_Human	gpt-4o-2024-08-06	Glucocorticoid Receptor Pathway WP2880	Glucocorticoid Receptor Pathway	3	10	0.3
WikiPathway_2023_Human	gpt-4o-2024-08-06	Estrogen Receptor Pathway WP2881	Estrogen Receptor Pathway	6	12	0.5
WikiPathway_2023_Human	gpt-4o-2024-08-06	Nuclear Receptors Meta Pathway WP2882	Nuclear Receptors Meta Pathway	9	23	0.391304347826087
WikiPathway_2023_Human	gpt-4o-2024-08-06	NRF2 Pathway WP2884	NRF2 Pathway	4	9	0.4444444444444444
WikiPathway_2023_Human	gpt-4o-2024-08-06	Myometrial Relaxation And Contraction Pathways WP289	Myometrial Relaxation And Contraction Pathways	1	7	0.14285714285714285
WikiPathway_2023_Human	gpt-4o-2024-08-06	Differentiation Of White And Brown Adipocyte WP2895	Differentiation Of White And Brown Adipocyte	3	6	0.5
WikiPathway_2023_Human	gpt-4o-2024-08-06	miRNA Targets In ECM And Membrane Receptors WP2911	miRNA Targets In ECM And Membrane Receptors	4	9	0.4444444444444444
WikiPathway_2023_Human	gpt-4o-2024-08-06	Interactome Of Polycomb Repressive Complex 2 PRC2 WP2916	Interactome Of Polycomb Repressive Complex 2 PRC2	3	9	0.3333333333333333
WikiPathway_2023_Human	gpt-4o-2024-08-06	DDX1 As A Regulatory Component Of The Drosha Microprocessor WP2942	DDX1 As A Regulatory Component Of The Drosha Microprocessor	3	3	1.0
WikiPathway_2023_Human	gpt-4o-2024-08-06	Nuclear Receptors In Lipid Metabolism And Toxicity WP299	Nuclear Receptors In Lipid Metabolism And Toxicity	2	9	0.2222222222222222
WikiPathway_2023_Human	gpt-4o-2024-08-06	Transcriptional Activation By NRF2 In Response To Phytochemicals WP3	Transcriptional Activation By NRF2 In Response To Phytochemicals	4	7	0.5714285714285714
WikiPathway_2023_Human	gpt-4o-2024-08-06	Kit Receptor Signaling Pathway WP304	Kit Receptor Signaling Pathway	1	14	0.07142857142857142
WikiPathway_2023_Human	gpt-4o-2024-08-06	Focal Adhesion WP306	Focal Adhesion	8	9	0.8888888888888888
WikiPathway_2023_Human	gpt-4o-2024-08-06	Ketone Bodies Synthesis And Degradation WP311	Ketone Bodies Synthesis And Degradation	5	6	0.8333333333333334
WikiPathway_2023_Human	gpt-4o-2024-08-06	Hepatocyte Growth Factor Receptor Signaling WP313	Hepatocyte Growth Factor Receptor Signaling	3	12	0.25
WikiPathway_2023_Human	gpt-4o-2024-08-06	Fas Ligand Pathway And Stress Induction Of Heat Shock Proteins WP314	Fas Ligand Pathway And Stress Induction Of Heat Shock Proteins	5	8	0.625
WikiPathway_2023_Human	gpt-4o-2024-08-06	Osteoblast Signaling WP322	Osteoblast Signaling	5	7	0.7142857142857143
WikiPathway_2023_Human	gpt-4o-2024-08-06	Triacylglyceride Synthesis WP325	Triacylglyceride Synthesis	5	9	0.5555555555555556
WikiPathway_2023_Human	gpt-4o-2024-08-06	Copper Homeostasis WP3286	Copper Homeostasis	2	7	0.2857142857142857
WikiPathway_2023_Human	gpt-4o-2024-08-06	Overview Of Nanoparticle Effects WP3287	Overview Of Nanoparticle Effects	3	7	0.42857142857142855
WikiPathway_2023_Human	gpt-4o-2024-08-06	EV Release From Cardiac Cells And Their Functional Effects WP3297	EV Release From Cardiac Cells And Their Functional Effects	0	6	0.0
WikiPathway_2023_Human	gpt-4o-2024-08-06	Melatonin Metabolism And Effects WP3298	Melatonin Metabolism And Effects	4	5	0.8
WikiPathway_2023_Human	gpt-4o-2024-08-06	Let 7 Inhibition Of ES Cell Reprogramming WP3299	Let 7 Inhibition Of ES Cell Reprogramming	0	2	0.0
WikiPathway_2023_Human	gpt-4o-2024-08-06	Dual Hijack Model Of Vif In HIV Infection WP3300	Dual Hijack Model Of Vif In HIV Infection	2	6	0.3333333333333333
WikiPathway_2023_Human	gpt-4o-2024-08-06	MFAP5 Mediated Ovarian Cancer Cell Motility And Invasiveness WP3301	MFAP5 Mediated Ovarian Cancer Cell Motility And Invasiveness	1	3	0.3333333333333333
WikiPathway_2023_Human	gpt-4o-2024-08-06	eIF5A Regulation In Response To Inhibition Of The Nuclear Export System WP3302	eIF5A Regulation In Response To Inhibition Of The Nuclear Export System	2	4	0.5
WikiPathway_2023_Human	gpt-4o-2024-08-06	RAC1 PAK1 P38 MMP2 Pathway WP3303	RAC1 PAK1 P38 MMP2 Pathway	4	5	0.8
WikiPathway_2023_Human	gpt-4o-2024-08-06	GPCRs Class B Secretin Like WP334	GPCRs Class B Secretin Like	9	13	0.6923076923076923
WikiPathway_2023_Human	gpt-4o-2024-08-06	Ovarian Infertility WP34	Ovarian Infertility	3	7	0.42857142857142855
WikiPathway_2023_Human	gpt-4o-2024-08-06	FTO Obesity Variant Mechanism WP3407	FTO Obesity Variant Mechanism	3	6	0.5
WikiPathway_2023_Human	gpt-4o-2024-08-06	Evolocumab Mechanism To Reduce LDL Cholesterol WP3408	Evolocumab Mechanism To Reduce LDL Cholesterol	2	3	0.6666666666666666
WikiPathway_2023_Human	gpt-4o-2024-08-06	NOTCH1 Regulation Of Endothelial Cell Calcification WP3413	NOTCH1 Regulation Of Endothelial Cell Calcification	1	5	0.2
WikiPathway_2023_Human	gpt-4o-2024-08-06	Initiation Of Transcription And Translation Elongation At The HIV 1 LTR WP3414	Initiation Of Transcription And Translation Elongation At The HIV 1 LTR	2	7	0.2857142857142857
WikiPathway_2023_Human	gpt-4o-2024-08-06	G Protein Signaling Pathways WP35	G Protein Signaling Pathways	6	34	0.17647058823529413
WikiPathway_2023_Human	gpt-4o-2024-08-06	Pre Implantation Embryo WP3527	Pre Implantation Embryo	0	8	0.0
WikiPathway_2023_Human	gpt-4o-2024-08-06	Zinc Homeostasis WP3529	Zinc Homeostasis	23	33	0.696969696969697
WikiPathway_2023_Human	gpt-4o-2024-08-06	Fatty Acid Biosynthesis WP357	Fatty Acid Biosynthesis	3	8	0.375
WikiPathway_2023_Human	gpt-4o-2024-08-06	Methionine De Novo And Salvage Pathway WP3580	Methionine De Novo And Salvage Pathway	4	9	0.4444444444444444
WikiPathway_2023_Human	gpt-4o-2024-08-06	MECP2 And Associated Rett Syndrome WP3584	MECP2 And Associated Rett Syndrome	3	3	1.0
WikiPathway_2023_Human	gpt-4o-2024-08-06	Cytosine Methylation WP3585	Cytosine Methylation	3	8	0.375
WikiPathway_2023_Human	gpt-4o-2024-08-06	Sleep Regulation WP3591	Sleep Regulation	5	11	0.45454545454545453
